Artwork_Id,Verdict_Type,Indigestibility_Score,Core_Stability,Camouflage_Quality,Breakthrough_Strategy,Diagnostic_Logic
213,True_Flight,0.78,0.85,0.9,Material_Subversion,该作品成功利用极具欺骗性的高反光商业图像与女性主义政治正确的话语作为90%的迷彩伪装，但其异质内核——即通过肉身指腹的暴力敲击，将脆弱的生命水汽封死在拥有80年寿命的冰冷户外工业防锈金属漆中——在微观层面实施了触觉故障，成功抵制并反噬了蓝筹画廊试图将其降维为安全情动消费品的领土化收编。
214,True_Flight,0.55,0.7,0.95,Material_Treachery,该作品采用“材质反噬”战术，以90%的合法伪装（精湛写实、女性主义叙事、古典母题）进入市场。其不可消化的内核在于金属珐琅的工业永恒性对有机肉身短暂性的冷酷封印，构成了触觉对视觉的僭越。珐琅的绝对平滑与物理冷感，与描绘的湿热肉体形成根本性的感官冲突，在微观层面制造了资本话语无法完全抚平的物理静电，成功向白盒子空间植入了异质性感官硬物。
215,True_Flight,0.75,0.85,0.9,Perceptual_Barricade,利用“非裔空间记忆”的政治正确题材作为伪装，通过主体的绝对撤退与反向凝视的铁丝网网格，拒绝被转化为画廊资本的“情绪抚慰剂”，实施对观众视线的暴力阻断。
215,True_Flight,0.62,0.78,0.91,Optical_Veil_Jamming,作品在90%的具象绘画合法伪装下，成功植入“被囚禁的光学逃逸”这一异质性内核。通过触觉对视觉的僭越（铁丝网的视网膜刮擦）、微观畸变对宏观叙事的破坏（不规则笔触对抗透视网格）、以及符号的感知故障（无源彩虹光线的索引性断裂），作品在观者的视觉生理层面制造了无法被IAE话语消化的神经痉挛。人物的绝对缺席拒绝了情动资本主义的情感货币化操作。核稳固，突围路径可识别，判定为真逃逸。
216,False_Flight,0.15,0.2,0.95,Domesticated_Spectacle,该作品将工业材料对自然生态的暴力模拟，成功审美化为一种可供安全消费的“新东方主义”奇观。其内核涣散，被IAE话语完美消化，是典型的情动资本主义潮流商品。
217,True_Flight,0.85,0.9,0.9,Frame_as_Strangulation,该作品以伪装的自我驯化（主动进入画框）为策略，通过强化画框对内部狂暴能量的施虐性囚禁，制造了不可消化的符号故障。它成功将资本的收编逻辑暴露为一种可见的暴力，在神经层面实施了感觉的突围。
218,True_Flight,0.75,0.9,0.95,Tactile_Frustration,该作品以90%的照相写实主义合法伪装，成功渗透蓝筹画廊体制。其内核利用前景锐利（水珠）与后景失焦（面容）制造了不可逾越的“光学深渊”，通过触觉挫败战术，在观者神经层面植入无法被公关话语消化的感知痉挛。它以极致的冷静，在白盒子内部实施了对情动资本主义微观感知调制的有效突围。
219,False_Flight,0.15,0,0.98,Domesticated_Spectacle,该作品完美地伪装成一场关于后殖民创伤与身份政治的视觉批判。其内核的历史痛感(美人谷流散)已被平滑的符号替换(城堡)与审美化的身体奇观所彻底蒸发。所有拼贴元素均被一套成熟的学院派技法和后现代理论话语安全收编，未能产生任何超越智识反讽、侵入神经系统的感觉暴力。它是一件为情动资本主义市场定制的、可安全消费的“批判性”商品。
220,True_Flight,0.81,0.88,0.92,Material_Petrification,该作品以“文人雅集”与“表现主义”为合法伪装，成功进入蓝筹画廊体系。然而，其内核通过丙烯在康颂纸上的“假性渗透”战术，实现了工业塑胶对传统文人画书写性与自然生命力的物质性篡改。这种材质石化效应引发了无法被策展话语消化的触觉痉挛与哲学寒意，是对情动资本主义将一切奇观化的有效反击。
221,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,动机在于迎合。作品将野性自然与濒危物种的符号包装为生态崇高感的奇观，供中产阶级安全消费。粗粝笔触已被IAE话语完全消化，未能构成对资本领土化的任何抵抗。
222,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,动机在于迎合。作品将反叛姿态与个人创伤成功包装为一种供资本安全消费的“真实性奇观”。其粗粝的物质性未能形成感觉暴力，反而被学术话语完美消化。内核（反体制/创伤）已转化为最核心的品牌资产，心甘情愿被领土化收编。
223,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,动机在于迎合。涉水的人体与流动的水景构成一场关于净化与重生的安全隐喻剧。其表现主义笔触未能溢出画廊话语的消化边界，反而成为“疗愈系表现主义”的商标式风格。
224,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,动机在于迎合。作品将原住民文化符号（萨利希独木舟）挪用为一种“去殖民姿态”的表演性道具。该姿态已被蓝筹画廊的策展话语完全翻译和收编，沦为全球化资本流通中安全的“文化多样性”点缀。
225,True_Flight,0.91,0.99,0.95,Indexical_Contamination,以抽象表现主义、女性主义叙事与大师谱系为伪装，通过艺术家裸手按压嵌入颜料层的指纹与掌印，构成无法象征化的法医学物证，将审美凝视强制转换为取证式凝视，瓦解话语消化与资本领土化。
225,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,动机在于迎合。纯粹的风景画被升华为“生态崇高感”的消费品。对“塔科马”命名的坚持，并未构成对殖民命名的真正挑战，反而成为画廊营销中一个易于推广的“解殖民”叙事标签。核已涣散，奇观已驯化。
226,True_Flight,0.95,0.9,0.88,Haptic_Abjection,作品利用“空间剥皮”窃取了父权书房的物理索引痕迹（灰尘、木屑），将资本试图建构的安全女权主义叙事短路。内核处的乳胶降解倒计时与尸蜡质感（贱斥物）构成了对视觉静观的触觉暴力。突围路径在于：用证物取代符号，用腐烂对抗永恒。资本无法消化一件正在自己画廊灯光下加速死亡的法医证物。
227,True_Flight,0.87,0.92,0.95,Material_Flatness_As_Ontological_Sabotage,该作品以极繁主义美学与身份政治符号为合法伪装，在其内核处植入了Cel-vinyl材质的本体论暴力——一种服务于工业复制、拒绝深度与灵光的廉价塑料涂层。这一材质选择与作品承载的宏大历史叙事（殖民史、国家起源、个人创伤）之间构成了无法被画廊白盒子空间消化的范畴错误。作品通过材质平坦性的本体论破坏、时间网格的共时性坍塌、生物形态对几何秩序的病毒式感染、以及伪台口的反框定戏仿，成功实施了感官层面的神经暴力。画廊可出售其画布，但无法消化其塑料。
228,False_Flight,0.22,0.15,0.7,Domesticated_Spectacle,该作品将武器与家庭用具并置于幽闭的建筑平面图式构图中，形成了高度可读的符号学秩序。其暗黑美学与创伤隐喻完全处于表征层面，缺乏材质层面的本体论暴力。Cel-vinyl在此仅为风格工具而非破坏武器。作品可被画廊与学术界完全消化为“性别空间政治”的标准叙事，无剩余物。
229,False_Flight,0.08,0,0.9,Domesticated_Spectacle,该作品以后疫情时代的希望叙事为核心，运用霓虹发光美学构建城市乌托邦图景。鸡蛋与猫头鹰等象征符号构成跨文化通用的正能量能指群。主题与材质之间无缝缝合，无范畴错误，无本体论暴力。作品完美契合市场对“疗愈”“再生”话语的需求，是后疫情情动资本主义的范式商品。
230,True_Flight,0.75,0.9,0.85,Material_Pathology,该作品以抽象表现主义与东方高工艺美学为伪装，但其核心是将创伤转化为创作方法。通过揭示珍珠母作为生物结痂物的病理学本质，并施加砂纸打磨的二次暴力，它制造了一个物质层面的战争现场。作品最终呈现为一块闪闪发光的现代性病灶切片，拒斥了被解读为安全装饰画或唯美怀旧商品的命运。
231,True_Flight,0.85,0.95,0.9,Material_Betrayal,该作品成功利用古典雕塑姿态与动漫波普美学作为合法伪装，但在其物质内核处，硅胶的触觉属性对视觉美学实施了致命背叛。它引发的临床卑贱感与幻肢触感，构成了一种无法被画廊话语消化的神经痉挛，成功抵抗了被降维为安全美学符号的领土化收编。
232,True_Flight,0.75,0.9,0.9,Haptic_Tyranny_Over_Optical,该作品以光效应艺术的视觉愉悦为伪装，引诱观者凝视。其内核是颜料堆积与暴力机械切割产生的不可简化的物理熵增。当观者靠近，高密度三维切面投射的物理阴影引发视觉过载与神经痉挛，触觉性通过视觉通道对观者实施僭越暴政，成功抵制了蓝筹画廊将其降维为安全装饰品或创伤符号的话语消化。
233,False_Flight,0.25,0.2,0,Domesticated_Spectacle,作品主动提供了关于生态焦虑的标准化视觉符号。其表面的物理裂痕是高度风格化、可预测的形式语言，而非材料的意外反噬。它完美契合了蓝筹画廊关于“人类世创伤”的策展黑话，观众可安全消费末日景观而无需神经痉挛。核已涣散，完全被领土化收编。
234,False_Flight,0.15,0.1,0,Semiotic_Fetishism,该作品扮演了“有待破译的密码”这一安全角色，主动邀请智性消费。其嵌入的异质废弃物被画廊灯光净化为“材料实验”，批判性尽失。内核是语义的空洞，是对符号本身的恋物癖展示，完美适配后结构主义策展话术，毫无感觉暴力可言。
235,False_Flight,0.3,0.25,0.5,Parasitic_Appropriation,作品通过切分重组经典绘画，向市场提供了“解构父权艺术史”的批判幻觉。其物理性（乳胶漆切片）被再现功能（指向戴安娜图像）所奴役，内核硬度被对原作的寄生关系严重稀释。它是关于艺术史的精明商品，在体制预期内运行，未能制造任何真正的感觉逃逸线。
236,True_Flight,0.9,0.95,0.9,Perceptual_Blackout,该作品以波普超现实主义的视觉符号为合法伪装（90%），成功利用Haptic_Subversion（视觉与触觉的感知背叛）和Perceptual_Blackout（参与者视觉归零的绝对黑暗）作为核心突围战术。其异质性内核位于参与行为发生时，不可翻译的身体经验——一个前语言的、幽闭的实在界黑洞。它拒斥了画廊将其降维为安全批判奇观的企图，通过在个体神经层面实施感觉暴力，实现了对资本的生物政治调制的微观抵抗。
237,True_Flight,0.65,0.7,0.9,Haptic_Sabotage,作品成功利用花卉静物与表现主义笔触的合法伪装（90%），但其内核保留了颜料作为“泥土”的物理粗粝感与绘制过程中的“失控”痕迹。通过触觉破坏战术，它强行将观者的感知从安全的视觉消费切换到不适的触觉想象，制造了话语无法完全消化的神经痉挛。这是一次针对情动资本主义无菌画廊空间的微型但有效的突围。
238,False_Flight,0.2,0.1,0.95,Domesticated_Spectacle,作品将海滩度假与水果静物包装为安全的色彩奇观。其表现主义笔触未能形成对视觉体制的物质性抵抗，核已涣散为风格化的愉悦。它完美适应画廊的领土化，成为一件供中产阶级安全消费的情动商品。
239,True_Flight,0.8,0.9,0.85,Labor_Indexicality_Assault,作品以女性自画像为合法伪装，但其纪念碑式的巨幅尺度与厚涂法所记录的体力劳动痕迹，构成了不可消化的异质内核。它通过劳动索引性攻击战术，将绘画从图像消费强行转换为对劳动过程的感知，拒斥了情动资本主义的无摩擦调制。
240,False_Flight,0.05,0,1,Domesticated_Spectacle,作品主动迎合市场对威尼斯风景的消费需求。其速写式笔触与微型尺幅，完美适应画框的领土化，未形成任何感知层面的抵抗。这是一件被彻底驯化的情动商品，核已完全涣散为风格化的愉悦。
241,True_Flight,0.75,0.9,0.95,Material_Vulnerability_Exposure,该作品以90%的观念艺术合法话语（后人类孤独、消费批判）作为伪装，混入蓝筹画廊领土。其不可消化的异质性内核在于：1) 暴露的螺栓对脆弱材质实施的、无法被隐喻吸收的“穿刺暴力”；2) 拒绝不锈钢翻铸的“未完成”状态，抵制了资本的永恒化收编。战术上，它利用视觉对触觉的僭越（触觉过载）和微观畸变点（螺栓），成功对抗了体制将其降维为安全反讽或审美奇观的企图，向观者神经系统直接传递痉挛与不安。
242,False_Flight,0.05,0.1,0.99,Domesticated_Spectacle,该作品是“弗里德曼式炼金术”配方的完美工业制成品。从脆弱铝箔到永恒不锈钢的转化，是资本情动调制的最高成就。原生材质中的触觉穿刺暴力和脆弱性创伤，在铸造和抛光过程中被彻底消毒和愈合，转化为可供大众安全消费的崇高感。作品成为城市资本领土化的装饰性器官，毫无逃逸意图。
243,False_Flight,0.1,0.15,0.98,Domesticated_Spectacle,该作品完美演示了资本如何通过工业铸造技术，将原生材料的混沌与脆弱克分子化为稳定的欲望客体。模型阶段可能存在的结构危机感，已被不锈钢的分子级融合彻底消除。保留的烤盘Logo仅是“关于脆弱性的安全能指”，供藏家进行智性恋物。核已涣散，作品沦为一件装饰性的社会学图解。
244,False_Flight,0.05,0.05,0.99,Domesticated_Spectacle,该作品是资本与当代焦虑的完美合谋。它将“隔离”的尖锐议题，通过抛光不锈钢的未来主义美学，转化为一个安全、炫酷、可供传播的视觉奇观。原生铝箔的窒息感与脆弱性，在永恒的光泽中被彻底溶解。作品不是对隔离的批判，而是对隔离的审美化恋物，是情动资本主义潮流的标准盲盒。
245,True_Flight,0.9,0.95,0.9,Material_Indexicality_Overload,该作品以圣经叙事和色彩美学为伪装，其不可消化内核是构成作品的军事纺织品（军服、靶布）的物质指示性。它迫使观众在审美体验中直面暴力的物理残余，通过材质的触觉联想僭越视觉愉悦，成功抵制了画廊将其历史化与美学化的收编。
246,True_Flight,0.85,0.9,0.88,Semiotic_Displacement,该作品以民族志怀旧为伪装，其硬核在于用无根的以色列工业废弃物去缝合一个想象中的波兰地理原点。这种地缘符号的错位与强制缝合，制造了能指链的断裂，使任何平滑的文化身份解读归于失败，暴露了乡愁本身的情动商品属性。
247,True_Flight,0.88,0.92,0.85,Aesthetic_Contamination,该作品以抒情标题和和谐色调为伪装，内核是“诗意的物质背叛”。当观众识别出构成“月夜”之美的是社会废弃物与暴力残余时，物质的粗粝记忆会污染无菌的审美空间，制造出一种无法被安全消费的、肮脏的诗意。
248,True_Flight,0.95,0.98,0.99,Algorithmic_Violence_Camouflaged_as_Form,终极特洛伊木马。作品以极简主义雕塑的合法形式完美融入画廊系统，其硬核是“编码即规训”的算法暴力。它作为一套身体控制技术（EWMN）的三维蓝图，通过知识反噬而非视觉反噬，在认识论层面引爆，揭示了其作为全景敞视监狱模型而非纯粹美学客体的本质。
249,True_Flight,0.88,0.95,0.9,Spatial_Castration,通过撤除一切可供情动投射的肉身对象，利用主体的绝对空位制造了一个感知黑洞。作品拒绝消费黑人创伤身体，迫使观众在虚空中投射自身凝视，从而完成对观看权力的空间阉割。
250,True_Flight,0.78,0.9,0.85,Haptic_Territorialization,利用建筑尺度的物理边界对闯入的观众身体实施感知层面的“拘留”。通过强制观众体验擂台的空荡与围困感，将缺席者所受的空间压迫转嫁为观众的身体症候。
251,True_Flight,0.92,0.98,0.95,Material_Decay_As_Archive,以粉笔灰的脆弱物质性反向构建了反档案。内核在于那些无法被彻底擦除的灰暗雾霭，它是遗忘失败的物理证据，无声地瓦解了对系统性抹除行为的宏观叙事。
252,True_Flight,0.85,0.97,0.88,Haptic_Stratigraphy_As_Counter_Archive,利用冷蜡对“熔解”动态进行防腐处理，制造了本体论悖论。作品是灾难现场的地质岩芯样本，拒绝远距离视觉消费，要求考古学式的触觉阅读。
253,True_Flight,0.8,0.91,0.82,Semiotic_Glitch_Through_Scale,通过巨幅尺寸与多画框拼接的几何镇压，制造了感知系统的过载与故障。画面内部的离心力与外部画框的镇压形成痉挛性张力，将阶级崩溃的眩晕感直接植入观众身体。
254,True_Flight,0.96,1,0.98,Performative_Aphasia,以15层冷蜡的封存与破坏，将自身转化为“沟通失效”的物证。它不是在象征失语，而是在展演失语。其物质性构成了对一切阐释话语的终极陷阱，嘲弄了蓝筹画廊的语言消化机制。
255,True_Flight,0.88,0.92,0.95,Semiotic_Sabotage_Via_Title_Material_Mismatch,该作品利用宗教道德标题作为合法伪装，却在物质操作层面通过剧烈涂抹将“救助者”与“受救者”完全融合，构成了对“好撒玛利亚人”叙事所象征的道德清晰性的物理吞噬。内核稳固于标题承诺与材质执行之间的根本性决裂，成功实施了对人文主义温情解读的符号破坏。
256,True_Flight,0.9,0.88,0.92,Post_Hoc_Semiosis_As_Material_Alibi,该作品利用数字符号的时髦议题作为伪装，但其“倒置的7”并非预先设定的符号，而是暴力抹除过程中偶然显露的物质疤痕。通过“事后命名”的时序调包，作品将话语系统的所有意义生产建立在纯粹偶然的物质事件之上，从而揭露并嘲弄了艺术阐释体制的荒谬性。
257,True_Flight,0.93,0.95,0.98,Temporal_Entombment_Via_Material_Excess,该作品以励志格言标题和明亮色彩为高度伪装，却在物质层面通过颜料的过度堆积与反复覆盖，构建了一个时间被物理封堵的窒息性场域。内核稳固于物质过剩对“未来”可能性的预先占领，成功对情感资本主义的抚慰剂消费实施了哲学活埋与神经短路。
258,True_Flight,0.85,0.9,0.95,Tactile_Torsion,该作品利用抽象的崇高作为伪装，通过制造视觉宏观秩序与触觉微观暴力的感质扭转，在观众身体感知层面植入不可消化的创伤重力断层。
259,True_Flight,0.75,0.95,0.9,Haptic_Resonance,该作品利用战争创伤叙事为伪装，通过极端笔触密度将视觉信息转化为侵略性的触觉共振频率，使画作成为制造当下神经痉挛的物理声场，拒绝沦为安全的纪念物。
260,True_Flight,0.9,0.95,0.85,Semiotic_Glitch,该作品以普世焦虑为伪装，通过在抽象混沌中植入具体政治讽刺符号，制造了策展话语无法完全吸收的符号故障，从而破坏了资本对时代情绪的安全收编机制。
261,True_Flight,0.7,0.9,0.98,Geological_Time_Dump,该作品伪装成最高级的新古典主义怀旧物，但通过油彩的物质性将历史时间暴力压缩为地质沉积，以物质的混沌废墟对抗博物馆空间的领土化重力，拒绝被降维成安全的高级装饰。
262,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,作品将工业打磨的物质暴力性，通过“创伤美学”的风格化包装，转化为安全的、可供消费的视觉奇观。其女性翼展的尺度政治被话语收编为营销符号。内核涣散，未能抵抗资本消化。
263,False_Flight,0.25,0.15,0.9,Domesticated_Spectacle,作品将抽象表现主义的激进姿态，安全封装于亲密尺度中，成为可收藏的“情绪纪念品”。其张力完全在艺术史谱系的可预期范围内，是“被驯服的激情”的表演。
264,False_Flight,0.1,0.05,0.98,Domesticated_Spectacle,作品依赖“幽灵学”等学术黑话和“血色瀑布”的明确文学隐喻，提供了一种标准化的、可供智力解码的忧郁。其内核涣散，是对“诗意的哀愁”这一情动商品的精准供给。
265,False_Flight,0.05,0,1,Domesticated_Spectacle,作品是对“生物形态主义”这一经典现代风格的熟练复写。其视觉语言完全被风格史吸收，没有内核。它成功地将自身塑造为一件具有“生命感”和学术深度的安全装饰品。
266,True_Flight,0.65,0.8,0.9,Material_Pathology,诊断逻辑：作品表面以90%的合法艺术史伪装（毕加索致敬、大师晚期风格）通过画廊安检。其突围依赖于10%的“材质病理化”战术。单版转移导致的颜料枯竭、剥落及织物纹理，构成了一个反再现、触觉僭越视觉的病理学内核。该内核作为不可完全语言消化的感觉“剩余物”，成功地对安全的审美消费实施了微观的感觉暴力与神经痉挛，证实其为一件有效的特洛伊木马。
267,True_Flight,0.85,0.9,0.8,Material_Subversion,利用蓝筹画廊体制话语与戈雅历史叙事作为合法伪装，通过硬纸板与油彩的不可控吸附实施触觉对视觉的僭越，拒斥痛感作为平滑奇观的收编。
267,True_Flight,0.85,0.9,0.95,Haptic_Absorption_Resistance,该作品成功利用“戈雅互文性”与“高龄女性大师”身份作为高级伪装。其异质性内核在于：通过纸本对油彩结合剂的毛细吸收作用，制造了无法被画廊灯光美化的“结痂”质感与触觉不适。这是一种反视觉的物质暴力，将历史创伤从叙事降维为物理事实，从而拒斥了资本的话语消化。突围战术的核心是让材料本身成为吸收并囚禁能量的陷阱。
268,True_Flight,0.8,0.85,0.9,Kinetic_Catastrophe_Encoding,该作品以巨幅“姿态绘画”为合法伪装。其异质性内核在于：画面记录了身体速度与材料阻力相撞时的“动力学灾难”现场，如笔触的意外偏转与重力的非自愿滴落。这不是对生命力的歌颂，而是对肉身失控瞬间的冰冷记录。通过暴露一种无法被崇高化的物理事故感，它成功阻止了资本将其简化为高级装饰品或正能量鸡汤，实现了感觉层面的微观突围。
269,True_Flight,0.75,0.9,0.9,Haptic_Abruption,该作品将粗麻布与工业涂料的物质本体论冲突作为特洛伊木马内核。通过缝合线制造的触觉断裂，在看似经典的抽象构图下，对观众的感知系统实施微观暴力，使画廊话语无法完全消化其前语言的物质痉挛。
270,True_Flight,0.7,0.85,0.85,Glitch_in_Seriality,该作品通过与E构成系列，却在微观物质层面执行了“序列中的故障”战术。其重复中的偏移模拟了身体即兴，拒绝了机械复制的商品逻辑。这种基于过程的、不完美的再生产模式，是抵抗系列化商品收编的异质性能量核。
271,True_Flight,0.95,0.98,0.95,Semiotic_Glitch,该作品以哲学互文为伪装，内嵌了一个无法被符号系统解读的“黑色瞳孔圆环”。这一图表式故障点引发了符号学系统的蓝屏死机，以纯粹的非人凝视暴力，成功拒斥了资本的话语收编。
272,True_Flight,0.35,0.8,0.9,Topological_Spatial_Violation,该作品利用传统肖像构图的合法伪装，在其内核处植入了一个无法用日常空间逻辑消化的拓扑学故障。两个面孔的强制挤压与空间互渗，构成对画廊“诗意身份”话语的无声反噬，在神经层面制造了幽闭的空间压迫感。
273,True_Flight,0.9,0.95,0.7,Haptic_Catastrophe,该作品在“肖像画”的合法伪装下，利用水彩媒介的失控，制造了一场对“肖像”功能本身的物质谋杀。那片不可逆的水渍构成了一个拒绝符号化的实在界硬块，通过触觉对视觉的暴力僭越，在观者身体层面引发了微型感官灾变，彻底击穿了话语的消化机制。
274,True_Flight,0.75,0.85,0.85,Semiotic_Overpopulation_Glitch,该作品以“观念性群像”为合法伪装，内部却策划了一场针对个体识别系统的符号暴动。多个面孔符号的过载与边界溃烂，导致了视觉认知的严重故障。观者无法完成对任一“个体”的安全阅读，被迫陷入神经质的视觉痉挛，从而从内部瓦解了“多元身份”这一安全的政治解读。
275,True_Flight,0.85,0.95,0.9,Morphological_Treason,该作品利用神圣构图的90%合法伪装，以三根昆虫附肢般的线条作为异质性内核，对古典哀悼母题实施了形态学叛变，导致观众在文化同情与生物恶心之间产生感知短路。
276,True_Flight,0.7,0.8,0.85,Haptic_Injunction,该作品在讽刺观念的伪装下，利用手指与软烂躯体的极端触觉反差，实施了触觉禁令。它强行征用了观众的触觉系统，以湿冷的不洁感拒斥了纯粹的智性消费。
282,True_Flight,0.75,0.85,0.95,Semiotic_Infection,该作品以“习作”和“蝴蝶”符号的双重无害性为顶级伪装，成功潜入安全话语区。其坚硬内核在于对古典符号实施病理学改写。它通过符号感染（Semiotic_Infection）战术，用粉彩点状笔触作为病原体，引发“蝴蝶”这一能指内部的意义癌变，从而拒斥了资本将其降维为灵性抚慰剂的企图。
283,True_Flight,0.9,0.95,0.9,Haptic_Entropy,该作品以“暗黑生态超现实主义”为合法伪装，但其异质性内核在于利用粉彩媒介的物理熵增属性与“反向挖掘光线”的感觉暴力。它通过触觉熵增（Haptic_Entropy）战术，将观者卷入一种物质不确定性与生理痉挛的微观体验，成功拒斥了画廊作为视觉抚慰剂的收编。
284,False_Flight,0.15,0.2,0.95,Domesticated_Spectacle,该作品利用“贫穷材料”与神秘符号学成功伪装出“物质性对抗”的假象。其内核在创作时已被自身的大师风格稀释，而2016年的修复行为进一步收编了唯一可能逃逸的物理创伤。其所有视觉与物理元素均可被IAE策展话语100%消化，未构成任何神经层面的感觉暴力，最终沦为一件安全的、具有历史包浆感的情动资本主义商品。
285,True_Flight,0.75,0.9,0.95,Haptic_Sabotage,作品成功利用宏大艺术史指涉与可控的新表现主义风格作为90%的合法伪装，进入白盒子空间。其异质性内核在于混合媒介中沙子的绝对触觉物理性，它构成了无法被策展话语和视觉消费完全消化的“刺点”。突围路径被识别为“触觉破坏行动”，即通过材质表面的粗粝感僭越纯粹视觉，在资本的平滑空间内制造微观感知痉挛，拒斥作品被完全降维为情动商品。
286,True_Flight,0.45,0.75,0.9,Optical_Territorialization_Reversal,该作品披着生态焦虑与物质辩证法的合法外衣(90%伪装)，但在其几何化、非交流性的空洞眼窝中，保留了不可翻译的感官暴力。通过颠倒观看与被观看的权力关系，对观众实施凝视回流，成功在微观政治层面实现了神经突围。
287,False_Flight,0.05,0.1,0,Domesticated_Spectacle,纯粹的情动资本主义商品。以银质镜面反射和灵性萌宠叙事完全迎合资本收编。内核已完全涣散为审美风格，无任何抵抗意图，心甘情愿地被领土化为供中产阶级消费的安全奇观。
288,False_Flight,0.15,0.2,0.9,Domesticated_Spectacle,该作品的“内在精神”主题极易被画廊话语消化酶降解为安全的抽象装饰画或中产情绪抚慰剂。缺乏针对具体权力结构的矢量，痛感已被风格化，核已涣散。
289,False_Flight,0.45,0.35,0.85,Semiotic_Glitch,该作品面临被降维解读为廉价政治口号或社会学论文插图的极高风险。若无物理结构上的失稳设计与神经层面的眩晕制造，“不对等”将沦为一种安全的、可被策展黑话完全翻译的概念游戏。
290,False_Flight,0.25,0.3,0.92,Domesticated_Spectacle,该作品主题是身份政治与精神分析学的万金油母题。若无材质层面的生理排斥（如有机腐烂、触觉厌恶）强行介入，图像将自动滑向唯美超现实主义风格，成为供观众自拍消费的安全奇观。
291,False_Flight,0.15,0.2,1,Domesticated_Spectacle,作品表面呈现的“感知溶解”与“技术崇高”完全符合蓝筹画廊对“光与空间运动”的安全叙事。其物质内核（稳定完美的聚氨酯）与资本追求的永恒商品美学同构，未对体制构成任何抵抗。IAE话语消化率接近100%，缺乏引发神经痉挛的异质性硬核，是情动资本主义的标准产物。
292,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,该作品利用反透视和摄影转译作为美学幌子，成功塑造了安全的“多巴胺色情”奇观。其内在的技术批判内核因过度的工艺平滑性而彻底涣散，沦为可被策展话语无缝消化的风格签名。观众在获得视觉愉悦的同时，无需承担任何神经痉挛的风险。
293,False_Flight,0.05,0.05,0.99,Archived_Inertia,作为机构收藏品，该作品已完成从潜在病毒到灭活标本的转换。单色调的“红”被严谨的几何构图所囚禁，未能产生情动过载的突围。博物馆的收藏行为是对其“不可消化性”的终极清零，标志着它已被安全地归档于艺术史的宏大叙事中。
294,True_Flight,0.8,0.95,0.9,Haptic_Trespass,作品以波普化、几何化的符号系统作为90%的合法伪装，成功通过蓝筹画廊的审美安检。然而，其内核处一团密集的、非再现性的黑色厚涂颜料，构成了对视觉中心主义的物理反噬（Haptic_Trespass），引发了物质层面的符号故障。这团无法被策展黑话完全消化的“物性痛点”，拒斥了资本将其降维为安全装饰品或哲学图解的企图，实现了微观感觉层面的真逃逸。
296,False_Flight,0.1,0.15,0.95,Domesticated_Spectacle,该作品的“修复同理心”主题与交互装置形式完美契合了艺术市场对“疗愈”与“参与”的话语需求。其技术外表下的批判潜力已被策展黑话完全收编，沦为可供安全体验的情动装置，未产生任何不可消化的感觉剩余。
297,False_Flight,0.2,0.25,0.9,Domesticated_Spectacle,该作品标题宣告的身体政治主题已被身份政治话语预设了安全解读路径。若无材质层面的暴力介入，作品将完美滑入“身体赋权”这一可被市场安全消费的叙事框架，核难以稳固。
298,False_Flight,0.05,0.15,1,Domesticated_Spectacle,该作品完美地内化了蓝筹画廊的话语消化机制。其玻璃微珠的物质异质性与现象学的交互体验，已被资本与学术体制彻底驯化为“光与空间运动”的安全美学词汇与中产阶级的感官按摩。表面痛感（延迟资本化、存在主义诗学）被奇观化，未能形成拒斥意义捕获的神经性内核，故判定为情动资本主义的潮流盲盒，而非真逃逸的分子机器。
299,False_Flight,0.15,0.1,0.95,Domesticated_Spectacle,该作品将维也纳行动主义的越轨内核（真实生物质的贱斥力量）通过媒介置换（丙烯替代血液）进行了彻底的化学阉割。其表面的创伤奇观可被IAE策展黑话100%流畅翻译（如存在主义肉身焦虑、仪式感），且已被顶级画廊的白盒子空间完全领土化。内核涣散为一种供资本安全消费的“尼奇式风格”，未对体制构成任何有效的微观政治突围。
300,True_Flight,0.85,0.9,0.95,Haptic_Incarceration,该作品成功利用卡拉拉大理石的古典主义伪装和极度精美的工艺，在视觉层面诱发了强烈的触觉期待。然而，在感知的内核处，石材的绝对不透明性和物理冷硬，构成了一种现象学陷阱，将观者的窥探欲和触觉想象暴力囚禁。这是一种在感官层面执行的、无法被策展话语翻译的微观政变，拒斥了资本将其降维为奢华装饰或安全议题的调制。
301,False_Flight,0.1,0.15,1,Domesticated_Spectacle,该作品的高抛光青铜镜面反射机制，已被当代艺术市场的话语体系彻底消化。其内核的痛感被外化为一种安全的、可被消费的时尚美学。观者看到的是自身的倒影，而非作品内部的幽闭。它是情动资本主义的完美商品，一件光滑的、观念性的恋物。
